dataset_accession,matrix_label,platform,analysis_set,classifier_id,classifier_score_name,score_status,calibration_bin,n,mean_predicted_probability,observed_pcr_rate,n_pcr
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,1,22,0.0519983515508863,0.363636363636364,8
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,4,22,0.243071254347079,0.5,11
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,2,22,0.109460636777866,0.318181818181818,7
GSE163882,GSE163882_GPL18573,GPL18573,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,5,45,0.35237701647005,0.555555555555556,25
GSE163882,GSE163882_GPL18573,GPL18573,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,2,44,0.119491549639116,0.386363636363636,17
GSE163882,GSE163882_GPL18573,GPL18573,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,4,44,0.231754278537604,0.477272727272727,21
GSE163882,GSE163882_GPL18573,GPL18573,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,1,45,0.0574916333162569,0.133333333333333,6
GSE163882,GSE163882_GPL18573,GPL18573,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,3,44,0.173915369002228,0.25,11
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,3,130,0.172756164471405,0.338461538461539,44
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,5,131,0.418499541442108,0.480916030534351,63
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,1,131,0.0473166276083401,0.122137404580153,16
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,2,131,0.105021511747289,0.32824427480916,43
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,4,131,0.250135376968306,0.366412213740458,48
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,3,66,0.162485401181617,0.393939393939394,26
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,2,67,0.105002887101589,0.238805970149254,16
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,4,67,0.254829193431059,0.388059701492537,26
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,5,67,0.434355008629708,0.402985074626866,27
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,1,67,0.0480796722552104,0.149253731343284,10
GSE20271,GSE20271_GPL96,GPL96,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,5,36,0.398401806472699,0.25,9
GSE20271,GSE20271_GPL96,GPL96,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,1,36,0.0612716742702907,0.0555555555555556,2
GSE20271,GSE20271_GPL96,GPL96,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,4,35,0.224453437156134,0.142857142857143,5
GSE20271,GSE20271_GPL96,GPL96,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,2,35,0.107701011949858,0.142857142857143,5
GSE20271,GSE20271_GPL96,GPL96,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,3,36,0.157377300395325,0.138888888888889,5
GSE25066,GSE25066_GPL96,GPL96,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,2,97,0.101402528843623,0.0515463917525773,5
GSE25066,GSE25066_GPL96,GPL96,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,1,98,0.0451921694684247,0.0612244897959184,6
GSE25066,GSE25066_GPL96,GPL96,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,5,98,0.42259376203757,0.408163265306122,40
GSE25066,GSE25066_GPL96,GPL96,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,4,97,0.265236951645036,0.278350515463918,27
GSE25066,GSE25066_GPL96,GPL96,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,3,98,0.179519888827293,0.214285714285714,21
GSE32646,GSE32646_GPL570,GPL570,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,4,23,0.290382301031305,0.304347826086957,7
GSE32646,GSE32646_GPL570,GPL570,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,5,23,0.489145800166269,0.434782608695652,10
GSE32646,GSE32646_GPL570,GPL570,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,3,23,0.161604516243064,0.304347826086957,7
GSE32646,GSE32646_GPL570,GPL570,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,1,23,0.0372718628340252,0.0434782608695652,1
GSE32646,GSE32646_GPL570,GPL570,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,2,23,0.0937206687812212,0.0869565217391304,2
GSE41998,GSE41998_GPL571,GPL571,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,4,50,0.310559161364262,0.38,19
GSE41998,GSE41998_GPL571,GPL571,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,5,51,0.501639236628737,0.352941176470588,18
GSE41998,GSE41998_GPL571,GPL571,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,3,51,0.184456152721017,0.294117647058824,15
GSE41998,GSE41998_GPL571,GPL571,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,2,50,0.0858671934470172,0.2,10
GSE41998,GSE41998_GPL571,GPL571,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,1,51,0.0272633818606462,0.137254901960784,7
GSE50948,GSE50948_GPL570,GPL570,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,3,31,0.160346113173122,0.451612903225806,14
GSE50948,GSE50948_GPL570,GPL570,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,5,31,0.341834600330246,0.354838709677419,11
GSE50948,GSE50948_GPL570,GPL570,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,4,31,0.214491756347771,0.387096774193548,12
GSE50948,GSE50948_GPL570,GPL570,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,2,31,0.122144199683408,0.258064516129032,8
GSE50948,GSE50948_GPL570,GPL570,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,1,32,0.0741273870078564,0.25,8
GSE66305,GSE66305_GPL570,GPL570,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,2,17,0.11126131372215,0.117647058823529,2
GSE66305,GSE66305_GPL570,GPL570,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,4,17,0.261956512102056,0.352941176470588,6
GSE66305,GSE66305_GPL570,GPL570,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,3,18,0.180524645961906,0.333333333333333,6
GSE66305,GSE66305_GPL570,GPL570,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,5,18,0.397246022955498,0.388888888888889,7
GSE66305,GSE66305_GPL570,GPL570,core_full_benchmark,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,scored_preferred_coverage,1,18,0.0483530602629433,0.333333333333333,6
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,3,22,0.195354836586526,0.590909090909091,13
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,4,22,0.228305260610599,0.318181818181818,7
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,5,22,0.313763892932745,0.545454545454545,12
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,1,22,0.127445431987439,0.318181818181818,7
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,2,22,0.162075911923387,0.363636363636364,8
GSE163882,GSE163882_GPL18573,GPL18573,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,5,45,0.318611174850722,0.6,27
GSE163882,GSE163882_GPL18573,GPL18573,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,4,44,0.230032908172368,0.386363636363636,17
GSE163882,GSE163882_GPL18573,GPL18573,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,1,45,0.127635766244708,0.2,9
GSE163882,GSE163882_GPL18573,GPL18573,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,2,44,0.161324960204414,0.25,11
GSE163882,GSE163882_GPL18573,GPL18573,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,3,44,0.190023928785231,0.363636363636364,16
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,4,131,0.237456611100131,0.458015267175573,60
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,5,131,0.305909127232144,0.480916030534351,63
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,2,131,0.161275680216455,0.229007633587786,30
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,1,131,0.125202515178782,0.152671755725191,20
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,3,130,0.196241339284654,0.315384615384615,41
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,2,67,0.163656563047079,0.223880597014925,15
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,4,67,0.23772917189502,0.358208955223881,24
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,1,67,0.123587333282233,0.17910447761194,12
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,5,67,0.30102966731369,0.507462686567164,34
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,3,66,0.200006167142024,0.303030303030303,20
GSE20271,GSE20271_GPL96,GPL96,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,5,36,0.276494293753595,0.25,9
GSE20271,GSE20271_GPL96,GPL96,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,1,36,0.143878891064256,0.0555555555555556,2
GSE20271,GSE20271_GPL96,GPL96,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,3,36,0.191837417780881,0.0833333333333333,3
GSE20271,GSE20271_GPL96,GPL96,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,4,35,0.222138901462788,0.314285714285714,11
GSE20271,GSE20271_GPL96,GPL96,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,2,35,0.175018732639067,0.0285714285714286,1
GSE25066,GSE25066_GPL96,GPL96,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,1,98,0.138207797985742,0.173469387755102,17
GSE25066,GSE25066_GPL96,GPL96,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,4,97,0.229965795113705,0.247422680412371,24
GSE25066,GSE25066_GPL96,GPL96,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,5,98,0.288338328323253,0.285714285714286,28
GSE25066,GSE25066_GPL96,GPL96,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,2,97,0.164632615782733,0.103092783505155,10
GSE25066,GSE25066_GPL96,GPL96,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,3,98,0.193086058824782,0.204081632653061,20
GSE32646,GSE32646_GPL570,GPL570,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,3,23,0.195114474402254,0.173913043478261,4
GSE32646,GSE32646_GPL570,GPL570,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,4,23,0.233250072498153,0.173913043478261,4
GSE32646,GSE32646_GPL570,GPL570,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,5,23,0.302499608293062,0.521739130434783,12
GSE32646,GSE32646_GPL570,GPL570,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,1,23,0.128033224840055,0.0434782608695652,1
GSE32646,GSE32646_GPL570,GPL570,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,2,23,0.164357332603718,0.260869565217391,6
GSE41998,GSE41998_GPL571,GPL571,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,4,50,0.23772470486404,0.48,24
GSE41998,GSE41998_GPL571,GPL571,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,5,51,0.319331345461094,0.392156862745098,20
GSE41998,GSE41998_GPL571,GPL571,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,1,51,0.13040530321027,0.117647058823529,6
GSE41998,GSE41998_GPL571,GPL571,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,3,51,0.191169313926712,0.235294117647059,12
GSE41998,GSE41998_GPL571,GPL571,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,2,50,0.160640787845722,0.14,7
GSE50948,GSE50948_GPL570,GPL570,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,3,31,0.19181855587007,0.354838709677419,11
GSE50948,GSE50948_GPL570,GPL570,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,5,31,0.265864270886285,0.387096774193548,12
GSE50948,GSE50948_GPL570,GPL570,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,4,31,0.219448808671244,0.387096774193548,12
GSE50948,GSE50948_GPL570,GPL570,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,1,32,0.15457187264496,0.25,8
GSE50948,GSE50948_GPL570,GPL570,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,2,31,0.172864793700575,0.32258064516129,10
GSE66305,GSE66305_GPL570,GPL570,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,5,18,0.303941864792849,0.388888888888889,7
GSE66305,GSE66305_GPL570,GPL570,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,4,17,0.232375335647416,0.470588235294118,8
GSE66305,GSE66305_GPL570,GPL570,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,2,17,0.163876255537181,0.294117647058824,5
GSE66305,GSE66305_GPL570,GPL570,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,3,18,0.196736483310696,0.222222222222222,4
GSE66305,GSE66305_GPL570,GPL570,core_full_benchmark,IFNG_18,IFN-gamma 18-gene mean z score,scored_preferred_coverage,1,18,0.126364287088528,0.166666666666667,3
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,3,21,0.148585606466447,0.333333333333333,7
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,2,21,0.102545160211515,0.380952380952381,8
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,5,22,0.391784351180853,0.545454545454545,12
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,1,22,0.0567469241894511,0.409090909090909,9
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,4,21,0.226317533283106,0.476190476190476,10
GSE163882,GSE163882_GPL18573,GPL18573,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,5,45,0.52077315938402,0.555555555555556,25
GSE163882,GSE163882_GPL18573,GPL18573,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,3,44,0.159870465586183,0.363636363636364,16
GSE163882,GSE163882_GPL18573,GPL18573,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,4,44,0.28166850425787,0.431818181818182,19
GSE163882,GSE163882_GPL18573,GPL18573,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,2,44,0.0757205791505865,0.272727272727273,12
GSE163882,GSE163882_GPL18573,GPL18573,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,1,45,0.0350362169923394,0.177777777777778,8
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,4,130,0.273115496514452,0.407692307692308,53
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,1,131,0.0400335391198833,0.122137404580153,16
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,2,130,0.0857902733928309,0.323076923076923,42
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,3,130,0.149034222523507,0.384615384615385,50
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,5,130,0.482142727459693,0.392307692307692,51
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,1,66,0.0433642689762239,0.181818181818182,12
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,2,65,0.0850144124040131,0.215384615384615,14
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,5,66,0.455729389002776,0.378787878787879,25
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,4,65,0.269293948487412,0.415384615384615,27
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,3,66,0.152565492680631,0.393939393939394,26
GSE20271,GSE20271_GPL96,GPL96,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_low_coverage_exploratory,5,36,0.428394838869446,0.277777777777778,10
GSE20271,GSE20271_GPL96,GPL96,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_low_coverage_exploratory,2,35,0.100078614361836,0,0
GSE20271,GSE20271_GPL96,GPL96,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_low_coverage_exploratory,4,35,0.212929632015119,0.2,7
GSE20271,GSE20271_GPL96,GPL96,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_low_coverage_exploratory,1,36,0.0566811300040276,0.138888888888889,5
GSE20271,GSE20271_GPL96,GPL96,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_low_coverage_exploratory,3,36,0.14529157478538,0.111111111111111,4
GSE25066,GSE25066_GPL96,GPL96,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_low_coverage_exploratory,2,97,0.0858207771726628,0.0309278350515464,3
GSE25066,GSE25066_GPL96,GPL96,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_low_coverage_exploratory,1,98,0.0445527769795505,0.0510204081632653,5
GSE25066,GSE25066_GPL96,GPL96,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_low_coverage_exploratory,5,98,0.46482362830663,0.448979591836735,44
GSE25066,GSE25066_GPL96,GPL96,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_low_coverage_exploratory,3,98,0.151689982283364,0.193877551020408,19
GSE25066,GSE25066_GPL96,GPL96,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_low_coverage_exploratory,4,97,0.266916274561689,0.288659793814433,28
GSE32646,GSE32646_GPL570,GPL570,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,3,23,0.147567269131671,0.217391304347826,5
GSE32646,GSE32646_GPL570,GPL570,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,5,23,0.488641673932626,0.434782608695652,10
GSE32646,GSE32646_GPL570,GPL570,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,2,23,0.0938688172900977,0.173913043478261,4
GSE32646,GSE32646_GPL570,GPL570,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,1,23,0.0435545903955212,0.0434782608695652,1
GSE32646,GSE32646_GPL570,GPL570,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,4,23,0.230276140658357,0.304347826086957,7
GSE41998,GSE41998_GPL571,GPL571,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_low_coverage_exploratory,5,51,0.520461136383829,0.411764705882353,21
GSE41998,GSE41998_GPL571,GPL571,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_low_coverage_exploratory,4,50,0.316924223071276,0.34,17
GSE41998,GSE41998_GPL571,GPL571,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_low_coverage_exploratory,3,51,0.146358871223247,0.294117647058824,15
GSE41998,GSE41998_GPL571,GPL571,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_low_coverage_exploratory,2,50,0.0684381276110136,0.16,8
GSE41998,GSE41998_GPL571,GPL571,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_low_coverage_exploratory,1,51,0.0308184642599658,0.156862745098039,8
GSE50948,GSE50948_GPL570,GPL570,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,5,31,0.393766415890724,0.451612903225806,14
GSE50948,GSE50948_GPL570,GPL570,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,4,31,0.218260765060032,0.290322580645161,9
GSE50948,GSE50948_GPL570,GPL570,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,3,31,0.144321035126994,0.387096774193548,12
GSE50948,GSE50948_GPL570,GPL570,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,2,31,0.106536981167951,0.354838709677419,11
GSE50948,GSE50948_GPL570,GPL570,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,1,32,0.0617958287112034,0.21875,7
GSE66305,GSE66305_GPL570,GPL570,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,2,17,0.111411247411704,0.235294117647059,4
GSE66305,GSE66305_GPL570,GPL570,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,4,17,0.240334549224823,0.352941176470588,6
GSE66305,GSE66305_GPL570,GPL570,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,3,18,0.156535121588155,0.277777777777778,5
GSE66305,GSE66305_GPL570,GPL570,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,1,18,0.0537776612644056,0.333333333333333,6
GSE66305,GSE66305_GPL570,GPL570,core_full_benchmark,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,scored_preferred_coverage,5,18,0.403464036584533,0.333333333333333,6
GSE109710,GSE109710_GPL24546,GPL24546,limited_subtype_panel_or_gene_space,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,2,34,0.131679586381101,0.5,17
GSE109710,GSE109710_GPL24546,GPL24546,limited_subtype_panel_or_gene_space,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,3,35,0.190197758638386,0.628571428571429,22
