dataset_accession,matrix_label,platform,analysis_set,subtype_group,classifier_id,classifier_score_name,n,n_pcr,n_rd,pcr_prevalence,discovery_aligned_auc,average_precision_pr_auc
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,HER2_positive,ENDOPREDICT_11,EndoPredict approximate weighted expression score,147,79,68,0.537414965986395,0.697505584512286,0.680980063501461
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,TNBC_or_ER_PR_HER2_negative,IFNG_18,IFN-gamma 18-gene mean z score,240,89,151,0.370833333333333,0.605997470049855,0.489054762931245
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,HR_positive_HER2_negative,IFNG_18,IFN-gamma 18-gene mean z score,267,46,221,0.172284644194757,0.751623057249656,0.398185425313051
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,HER2_positive,IFNG_18,IFN-gamma 18-gene mean z score,147,79,68,0.537414965986395,0.632352941176471,0.683691287192758
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,TNBC_or_ER_PR_HER2_negative,CYTOLYTIC_ACTIVITY_2,Cytolytic activity mean z score,240,89,151,0.370833333333333,0.572736066671627,0.468627212198668
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,HR_positive_HER2_negative,CYTOLYTIC_ACTIVITY_2,Cytolytic activity mean z score,267,46,221,0.172284644194757,0.703029706866024,0.338442245917938
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,HER2_positive,CYTOLYTIC_ACTIVITY_2,Cytolytic activity mean z score,147,79,68,0.537414965986395,0.580044676098288,0.61579945901602
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,HER2_positive,PAM50,PAM50 non-luminal affinity score,98,34,64,0.346938775510204,0.697610294117647,0.529825073883119
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,TNBC_or_ER_PR_HER2_negative,PAM50,PAM50 non-luminal affinity score,124,53,71,0.42741935483871,0.571884134998671,0.471911565056389
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,HR_positive_HER2_negative,PAM50,PAM50 non-luminal affinity score,112,18,94,0.160714285714286,0.716016548463357,0.289837752222378
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,HER2_positive,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,98,34,64,0.346938775510204,0.616268382352941,0.401303400295767
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,TNBC_or_ER_PR_HER2_negative,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,121,52,69,0.429752066115702,0.535117056856187,0.460861473901263
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,HR_positive_HER2_negative,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,109,18,91,0.165137614678899,0.657509157509158,0.239179840845489
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,HER2_positive,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,98,34,64,0.346938775510204,0.709558823529412,0.565614615711981
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,TNBC_or_ER_PR_HER2_negative,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,124,53,71,0.42741935483871,0.547435556736646,0.486202883851831
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,HR_positive_HER2_negative,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,112,18,94,0.160714285714286,0.711583924349882,0.329666893515517
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,HER2_positive,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,98,34,64,0.346938775510204,0.606158088235294,0.442189790143245
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,TNBC_or_ER_PR_HER2_negative,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,124,53,71,0.42741935483871,0.547967047568429,0.534521110423983
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,HR_positive_HER2_negative,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,112,18,94,0.160714285714286,0.703309692671395,0.325872045413984
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,HER2_positive,GENE76,Wang 76-gene weighted risk score,82,29,53,0.353658536585366,0.475601821730644,0.328735515286975
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,TNBC_or_ER_PR_HER2_negative,GENE76,Wang 76-gene weighted risk score,102,41,61,0.401960784313726,0.472610955617753,0.375764037481422
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,HR_positive_HER2_negative,GENE76,Wang 76-gene weighted risk score,98,16,82,0.163265306122449,0.547256097560976,0.177335250822007
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,HER2_positive,ENDOPREDICT_11,EndoPredict approximate weighted expression score,98,34,64,0.346938775510204,0.683823529411765,0.497939909719276
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,TNBC_or_ER_PR_HER2_negative,ENDOPREDICT_11,EndoPredict approximate weighted expression score,124,53,71,0.42741935483871,0.508902471432368,0.448327750608988
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,HR_positive_HER2_negative,ENDOPREDICT_11,EndoPredict approximate weighted expression score,112,18,94,0.160714285714286,0.679669030732861,0.283697346514238
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,HER2_positive,IFNG_18,IFN-gamma 18-gene mean z score,98,34,64,0.346938775510204,0.633272058823529,0.493323011887145
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,TNBC_or_ER_PR_HER2_negative,IFNG_18,IFN-gamma 18-gene mean z score,124,53,71,0.42741935483871,0.671538665958012,0.601769918089873
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,HR_positive_HER2_negative,IFNG_18,IFN-gamma 18-gene mean z score,112,18,94,0.160714285714286,0.664302600472813,0.328325336555397
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,HER2_positive,CYTOLYTIC_ACTIVITY_2,Cytolytic activity mean z score,98,34,64,0.346938775510204,0.615349264705882,0.476180311574396
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,TNBC_or_ER_PR_HER2_negative,CYTOLYTIC_ACTIVITY_2,Cytolytic activity mean z score,124,53,71,0.42741935483871,0.648950305607228,0.580554627111529
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,HR_positive_HER2_negative,CYTOLYTIC_ACTIVITY_2,Cytolytic activity mean z score,112,18,94,0.160714285714286,0.652482269503546,0.295881612493776
GSE109710,GSE109710_GPL24546,GPL24546,limited_subtype_panel_or_gene_space,HER2_positive,PAM50,PAM50 non-luminal affinity score,173,103,70,0.595375722543353,0.605825242718447,0.667107153575677
GSE109710,GSE109710_GPL24546,GPL24546,limited_subtype_panel_or_gene_space,HER2_positive,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,173,103,70,0.595375722543353,0.581969486823856,0.673079560180088
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,HER2_positive,PAM50,PAM50 non-luminal affinity score,110,47,63,0.427272727272727,0.61870989530564,0.599086795669142
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,HER2_positive,MAMMAPRINT_70,MammaPrint approximate poor-prognosis score,107,46,61,0.429906542056075,0.571988595866001,0.541833435614478
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,HER2_positive,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,108,46,62,0.425925925925926,0.607994389901823,0.499478674251813
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,HER2_positive,GGI_128_PROBE,GGI grade-3 minus grade-1 expression score,110,47,63,0.427272727272727,0.599797365754813,0.528555405064659
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,HER2_positive,GENE76,Wang 76-gene weighted risk score,105,44,61,0.419047619047619,0.467585692995529,0.410093216754097
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,HER2_positive,ENDOPREDICT_11,EndoPredict approximate weighted expression score,107,46,61,0.429906542056075,0.600142551674982,0.518926983440704
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,HER2_positive,IFNG_18,IFN-gamma 18-gene mean z score,110,47,63,0.427272727272727,0.563323201621074,0.530783171553781
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,HER2_positive,CYTOLYTIC_ACTIVITY_2,Cytolytic activity mean z score,110,47,63,0.427272727272727,0.584262073623776,0.513456265418704
