dataset_accession,matrix_label,matrix_file,platform,gsm_sample_id,patient_id,matrix_sample_id,match_status
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030097,Br Ca Pt sample #E3800101-1,GSM1030097,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030098,Br Ca Pt sample #E4343479-1,GSM1030098,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030099,Br Ca Pt sample #E3916680-1,GSM1030099,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030100,Br Ca Pt sample #A6952000-1,GSM1030100,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030101,Br Ca Pt sample #E4222992-1,GSM1030101,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030102,Br Ca Pt sample #E4332196-1,GSM1030102,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030103,Br Ca Pt sample #A7295220-1,GSM1030103,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030104,Br Ca Pt sample #S1076366-1,GSM1030104,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030105,Br Ca Pt sample #A7330542-1,GSM1030105,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030106,Br Ca Pt sample #E4606438-1,GSM1030106,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030107,Br Ca Pt sample #E4606440-1,GSM1030107,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030108,Br Ca Pt sample #E4340700-1,GSM1030108,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030109,Br Ca Pt sample #A7241236-1,GSM1030109,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030110,Br Ca Pt sample #E4477306-1,GSM1030110,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030111,Br Ca Pt sample #S1123419-1,GSM1030111,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030112,Br Ca Pt sample #S1032221-1,GSM1030112,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030113,Br Ca Pt sample #A7082102-1,GSM1030113,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030114,Br Ca Pt sample #E4708763-1,GSM1030114,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030115,Br Ca Pt sample #E4710305-1,GSM1030115,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030116,Br Ca Pt sample #L0628963-1,GSM1030116,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030117,Br Ca Pt sample #A7573397-1,GSM1030117,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030118,Br Ca Pt sample #E4534819-1,GSM1030118,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030119,Br Ca Pt sample #E4690595-1,GSM1030119,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030120,Br Ca Pt sample #E4751070-1,GSM1030120,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030121,Br Ca Pt sample #E4751072-1,GSM1030121,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030122,Br Ca Pt sample #A6736485-1,GSM1030122,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030123,Br Ca Pt sample #S1076360-1,GSM1030123,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030124,Br Ca Pt sample #E3648192-1,GSM1030124,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030125,Br Ca Pt sample #L0488310-1,GSM1030125,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030126,Br Ca Pt sample #S1121949-1,GSM1030126,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030127,Br Ca Pt sample #S1141087-1,GSM1030127,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030128,Br Ca Pt sample #S1141089-1,GSM1030128,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030129,Br Ca Pt sample #S1038597-1,GSM1030129,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030130,Br Ca Pt sample #S1148765-1,GSM1030130,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030131,Br Ca Pt sample #E4343389-4,GSM1030131,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030132,Br Ca Pt sample #E4343389-3,GSM1030132,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030133,Br Ca Pt sample #S1123405-1,GSM1030133,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030134,Br Ca Pt sample #A6999199-1,GSM1030134,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030135,Br Ca Pt sample #E3837732-1,GSM1030135,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030136,Br Ca Pt sample #S1189555-1,GSM1030136,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030137,Br Ca Pt sample #S1134718-1,GSM1030137,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030138,Br Ca Pt sample #E4690599-1,GSM1030138,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030139,Br Ca Pt sample #A7330534-1,GSM1030139,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030140,Br Ca Pt sample #S1148757-1,GSM1030140,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030141,Br Ca Pt sample #S1189563-1,GSM1030141,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030142,Br Ca Pt sample #E4708767-1,GSM1030142,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030143,Br Ca Pt sample #S1178750-1,GSM1030143,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030144,Br Ca Pt sample #E4764497-1,GSM1030144,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030145,Br Ca Pt sample #A6657371-1,GSM1030145,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030146,Br Ca Pt sample #E4751060-1,GSM1030146,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030147,Br Ca Pt sample #E4719356-1,GSM1030147,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030148,Br Ca Pt sample #E4999453-1,GSM1030148,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030149,Br Ca Pt sample #E4343389-2,GSM1030149,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030150,Br Ca Pt sample #E4597713-1,GSM1030150,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030151,Br Ca Pt sample #L0638228-4,GSM1030151,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030152,Br Ca Pt sample #E4751058-1,GSM1030152,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030153,Br Ca Pt sample #E4669580-1,GSM1030153,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030154,Br Ca Pt sample #E4534823-1,GSM1030154,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030155,Br Ca Pt sample #E4830792-1,GSM1030155,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030156,Br Ca Pt sample #E3385598-1,GSM1030156,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030157,Br Ca Pt sample #E3730747-1,GSM1030157,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030158,Br Ca Pt sample #S0895769-1,GSM1030158,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030159,Br Ca Pt sample #S0895765-1,GSM1030159,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030160,Br Ca Pt sample #S0898012-1,GSM1030160,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030161,Br Ca Pt sample #S0895767-1,GSM1030161,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030162,Br Ca Pt sample #S0960945-1,GSM1030162,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030163,Br Ca Pt sample #E3569360-1,GSM1030163,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030164,Br Ca Pt sample #S0895756-1,GSM1030164,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030165,Br Ca Pt sample #E3663949-1,GSM1030165,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030166,Br Ca Pt sample #E3569362-1,GSM1030166,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030167,Br Ca Pt sample #A6718068-1,GSM1030167,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030168,Br Ca Pt sample #S1183157-1,GSM1030168,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030169,Br Ca Pt sample #S1089744-1,GSM1030169,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030170,Br Ca Pt sample #S1005949-1,GSM1030170,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030171,Br Ca Pt sample #A6926680-1,GSM1030171,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030172,Br Ca Pt sample #S1005935-1,GSM1030172,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030173,Br Ca Pt sample #A6719819-1,GSM1030173,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030174,Br Ca Pt sample #S1121959-1,GSM1030174,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030175,Br Ca Pt sample #S1123415-1,GSM1030175,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030176,Br Ca Pt sample #E4242182-1,GSM1030176,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030177,Br Ca Pt sample #S1121945-1,GSM1030177,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030178,Br Ca Pt sample #S1038593-1,GSM1030178,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030179,Br Ca Pt sample #E4376531-1,GSM1030179,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030180,Br Ca Pt sample #S1121963-1,GSM1030180,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030181,Br Ca Pt sample #E3648194-1,GSM1030181,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030182,Br Ca Pt sample #S1172325-1,GSM1030182,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030183,Br Ca Pt sample #A7181969-1,GSM1030183,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030184,Br Ca Pt sample #E4332194-1,GSM1030184,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030185,Br Ca Pt sample #A6914216-1,GSM1030185,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030186,Br Ca Pt sample #S1230596-1,GSM1030186,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030187,Br Ca Pt sample #S1212000-1,GSM1030187,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030188,Br Ca Pt sample #E4597723-1,GSM1030188,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030189,Br Ca Pt sample #E3416700-1,GSM1030189,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030190,Br Ca Pt sample #A7347583-1,GSM1030190,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030191,Br Ca Pt sample #A7347583-2,GSM1030191,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030192,Br Ca Pt sample #E4555791-1,GSM1030192,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030193,Br Ca Pt sample #E4555791-2,GSM1030193,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030194,Br Ca Pt sample #E4555791-3,GSM1030194,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030195,Br Ca Pt sample #A6997527-1,GSM1030195,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030196,Br Ca Pt sample #E3416702-1,GSM1030196,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030197,Br Ca Pt sample #E3385596-1,GSM1030197,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030198,Br Ca Pt sample #A7342589-1,GSM1030198,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030199,Br Ca Pt sample #E4343543-1,GSM1030199,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030200,Br Ca Pt sample #S1121941-4,GSM1030200,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030201,Br Ca Pt sample #S1038591-1,GSM1030201,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030202,Br Ca Pt sample #A7082075-1,GSM1030202,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030203,Br Ca Pt sample #S1172333-1,GSM1030203,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030204,Br Ca Pt sample #E3837740-1,GSM1030204,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030205,Br Ca Pt sample #E3800099-1,GSM1030205,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030206,Br Ca Pt sample #A7181973-1,GSM1030206,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030207,Br Ca Pt sample #E4791654-1,GSM1030207,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030208,Br Ca Pt sample #A7585250-1,GSM1030208,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030209,Br Ca Pt sample #E4751082-1,GSM1030209,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030210,Br Ca Pt sample #L0638222-4,GSM1030210,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030211,Br Ca Pt sample #L0638218-4,GSM1030211,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030212,Br Ca Pt sample #L0638232-4,GSM1030212,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030213,Br Ca Pt sample #S1037482-1,GSM1030213,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030214,Br Ca Pt sample #S0898799-1,GSM1030214,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030215,Br Ca Pt sample #S1005937-1,GSM1030215,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030216,Br Ca Pt sample #S1005933-1,GSM1030216,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030217,Br Ca Pt sample #S1172331-1,GSM1030217,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030218,Br Ca Pt sample #E4532900-1,GSM1030218,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030219,Br Ca Pt sample #E4639355-1,GSM1030219,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030220,Br Ca Pt sample #E3569373-1,GSM1030220,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030221,Br Ca Pt sample #E3665685-1,GSM1030221,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030222,Br Ca Pt sample #S0922645-1,GSM1030222,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030223,Br Ca Pt sample #S0869886-1,GSM1030223,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030224,Br Ca Pt sample #A6719815-1,GSM1030224,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030225,Br Ca Pt sample #A7347583-3,GSM1030225,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030226,Br Ca Pt sample #E4343539-1,GSM1030226,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030227,Br Ca Pt sample #E4343515-1,GSM1030227,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030228,Br Ca Pt sample #S0953607-1,GSM1030228,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030229,Br Ca Pt sample #S0953605-1,GSM1030229,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030230,Br Ca Pt sample #A6952002-1,GSM1030230,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030231,Br Ca Pt sample #E4606442-1,GSM1030231,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030232,Br Ca Pt sample #S1178754-1,GSM1030232,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030233,Br Ca Pt sample #S1230600-1,GSM1030233,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030234,Br Ca Pt sample #A7013456-1,GSM1030234,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030235,Br Ca Pt sample #A7013465-1,GSM1030235,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030236,Br Ca Pt sample #S1091332-1,GSM1030236,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030237,Br Ca Pt sample #S1005927-1,GSM1030237,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030238,Br Ca Pt sample #S1032219-1,GSM1030238,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030239,Br Ca Pt sample #E4555795-1,GSM1030239,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030240,Br Ca Pt sample #S1089750-1,GSM1030240,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030241,Br Ca Pt sample #E4343391-4,GSM1030241,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030242,Br Ca Pt sample #E4343391-3,GSM1030242,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030243,Br Ca Pt sample #E4343391-2,GSM1030243,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030244,Br Ca Pt sample #S1148763-1,GSM1030244,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030245,Br Ca Pt sample #A7241230-1,GSM1030245,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030246,Br Ca Pt sample #S1148753-1,GSM1030246,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030247,Br Ca Pt sample #S1189561-1,GSM1030247,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030248,Br Ca Pt sample #S1230608-1,GSM1030248,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030249,Br Ca Pt sample #E4597719-1,GSM1030249,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030250,Br Ca Pt sample #E4597721-1,GSM1030250,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030251,Br Ca Pt sample #L0506122-1,GSM1030251,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030252,Br Ca Pt sample #E4597711-1,GSM1030252,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030253,Br Ca Pt sample #E4597717-1,GSM1030253,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030254,Br Ca Pt sample #E3837750-1,GSM1030254,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030255,Br Ca Pt sample #E4534882-1,GSM1030255,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030256,Br Ca Pt sample #A6997529-1,GSM1030256,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030257,Br Ca Pt sample #E4830790-1,GSM1030257,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030258,Br Ca Pt sample #E4751064-1,GSM1030258,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030259,Br Ca Pt sample #S0869900-2,GSM1030259,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030260,Br Ca Pt sample #A6926682-1,GSM1030260,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030261,Br Ca Pt sample #E4242180-1,GSM1030261,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030262,Br Ca Pt sample #S1089752-1,GSM1030262,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030263,Br Ca Pt sample #E3837744-1,GSM1030263,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030264,Br Ca Pt sample #S1184746-1,GSM1030264,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030265,Br Ca Pt sample #S1076358-1,GSM1030265,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030266,Br Ca Pt sample #S1032223-1,GSM1030266,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030267,Br Ca Pt sample #E4597705-1,GSM1030267,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030268,Br Ca Pt sample #E3837736-1,GSM1030268,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030269,Br Ca Pt sample #S1126094-4,GSM1030269,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030270,Br Ca Pt sample #E4597715-1,GSM1030270,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030271,Br Ca Pt sample #S1178760-1,GSM1030271,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030272,Br Ca Pt sample #S1189557-4,GSM1030272,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030273,Br Ca Pt sample #E4343519-1,GSM1030273,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030274,Br Ca Pt sample #E4477302-1,GSM1030274,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030275,Br Ca Pt sample #E4477304-1,GSM1030275,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030276,Br Ca Pt sample #S1121939-4,GSM1030276,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030277,Br Ca Pt sample #S1230610-1,GSM1030277,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030278,Br Ca Pt sample #E3837746-1,GSM1030278,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030279,Br Ca Pt sample #L0638234-4,GSM1030279,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030280,Br Ca Pt sample #A7082104-1,GSM1030280,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030281,Br Ca Pt sample #E4708765-1,GSM1030281,matched
GSE41998,GSE41998_GPL571,GSE41998_series_matrix.txt.gz,GPL571,GSM1030282,Br Ca Pt sample #E4751084-1,GSM1030282,matched
